"trait","var"
4.42184812886055,0
4.51743127168008,0
4.68213122712422,0
4.43355115232727,0
4.3210617205896,0
4.47966365074837,0
3.98713047791495,0
4.44135041075727,0
4.00551334851548,0
4.40854684448328,0
4.46791759256172,0
4.37682400470252,0
4.43698819274786,0
4.51961229762644,0
4.0943445622221,0
4.39911725446659,0
4.35502150652934,0
3.52547778217249,0
4.20123141243846,0
4.76294286986063,0
3.82537519870247,0
4.30271282795416,0
4.29387824789718,0
4.35169628486605,0
4.23555473077362,0
3.79323946943818,0
3.76699723337789,0
3.99231183665695,0
3.85142338329922,0
3.70480201465775,0
3.79098467705109,0
3.6988297849671,0
3.41772668361337,0
4.00551334851548,0
4.15304576682959,0
4.05817319508393,0
3.89182029811063,0
4.32057002622753,0
4.30811095172371,0
4.15543966158191,0
4.10791868224922,0
4.22829253473184,0
4.16278172377533,0
4.36246147917904,0
4.60266705576997,0
4.41279829334063,0
4.23916614676084,0
4.4672864786247,0
4.07584109065754,0
4.50454842467744,0
3.69424006035603,0
3.98898404656427,0
3.84801767545223,0
4.01241117945941,0
4.63812128612778,0
3.94893335944824,0
3.82319179172153,0
3.80058852498184,0
4.37866473983298,0
4.12552017969055,0
4.04129534113228,0
3.55105313720653,0
3.60114053980593,0
2.96225304647982,0
4.06263887373527,0
3.97066920086088,0
3.8649313978943,0
3.3178157727231,0
3.4904285153901,0
4.29907292330404,0
3.80291101734437,0
3.92395157629342,0
3.22286784613774,0
3.40119738166216,0
3.87057581551397,0
3.38777436133001,0
3.18013499655177,0
3.75185425327532,0
3.44680789291421,0
3.68260984110034,0
3.89792408104864,0
3.90801498403061,0
3.27336401015227,0
3.68637632389582,0
3.38777436133001,0
3.79773385902602,0
3.79773385902602,0
3.9759363311718,0
3.90197266957464,0
4.50468664740977,0
4.31715472463507,0
4.32446372727274,0
3.71332813451625,0
3.50480636428118,0
3.92592591059714,0
3.40734511224839,0
4.14128380814951,0
4.07889245766318,0
3.65970807681366,0
3.7536132686805,0
3.58351893845611,0
3.77292184468871,0
3.60086757679072,0
3.99452422693989,0
3.25848107946056,0
3.30688670219091,0
3.5548765217606,0
3.62667154831465,0
3.96128924673106,0
3.9383435604935,0
4.09217554493726,0
4.12834333139423,0
3.97687397774776,0
3.77620328228561,0
3.67545221079991,0
3.89406268005115,0
3.81308625756812,0
3.84801767545223,0
3.96043214463583,0
3.80832776908938,0
3.98555223871626,0
4.0515240442057,0
4.16037415865418,0
3.75419892023458,0
3.77007918448618,0
3.73766961828337,0
3.71153340467847,0
4.40575536824794,0
4.11998794220208,0
4.00369019395397,0
4.11414718951828,0
3.70990682130601,0
4.02980604108453,0
4.00733318523247,0
4.11087386417331,0
4.11903717481247,0
4.00914971615887,0
3.96081316959758,0
3.93116855415038,0
4.26127043353808,0
4.31160417037734,0
4.26275029709698,0
4.18677180246803,0
4.26436859120565,0
4.08092154188996,0
3.94931879017184,0
3.96651119071222,0
4.16666522380173,0
3.90841650983403,0
3.98898404656427,0
4.37332639712838,0
4.17899203628239,0
4.68203863024467,0
3.37142522332849,0
3.2557861788883,0
4.3391191336626,0
4.2850337899827,0
3.81286543389493,0
3.70831436675254,0
4.19968007756742,0
4.02168425963766,0
4.14938499397991,0
4.32714797316389,0
4.01223026584517,0
5.24372917626363,0
6.22455842927536,0
6.32051106692587,0
3.89100363820407,0
3.8155121050473,0
3.85333400907947,0
3.79773385902602,0
4.98907111618042,0
4.88225252927326,0
4.92667380691538,0
5.22666292049755,0
4.83707524297087,0
5.80211837537706,0
5.73172184334544,0
4.65538790214871,0
4.42157782206069,0
4.31079912538551,0
3.82209829790016,0
4.14472076954717,0
4.17438726989564,0
4.16666522380173,0
3.94449019556565,0
4.30541553230204,0
4.11414718951828,0
4.20841701848195,0
4.25773810913054,0
4.05644364442232,0
4.67888522381037,0
4.2941307757363,0
4.45408563411598,0
4.5013640172625,0
5.55218409050509,0
5.28421844216853,0
4.67899890013258,0.108759514557383
4.64311270571124,0.0694748281070804
4.56976732699186,0.0550399983128131
4.47122308926633,0.0634722743693561
4.43930886351157,0.0776154464750694
4.54413277790728,0.0265265313916899
4.50621723981732,0.0183010867421825
4.33235509318675,0.0250922603614475
4.32770932002891,0.0235051878487275
4.3327607245234,0.0182940315861649
4.32890246447157,0.0181907470660643
4.32610133513444,0.0197690021063412
4.3489400904391,0.0245127059725559
4.37349019541877,0.0126192020729981
4.31227626094052,0.0229929657793986
4.27343537929314,0.0296328572650577
4.3804835894884,0.0249252486587726
4.40698730387776,0.0241922448602923
4.41635664540065,0.0179247177781714
4.34297694043103,0.0325713710513268
4.18529459785424,0.0454570028958121
4.08480885217138,0.0403251311797452
4.11952288595596,0.0366500678888648
4.38451821517461,0.0293938766858295
4.11078294231073,0.0384403902184989
4.15453245710416,0.0314374867794422
4.10247652274493,0.0281084628993535
4.08187449132479,0.0325156430798275
