"trait","var"
4.67899890013259,0.109314410039819
4.64311270571125,0.0698292915157906
4.56976732699187,0.0553208146307361
4.47122308926633,0.0637961125038939
4.43930886351158,0.0780114436509626
4.54413277790729,0.0266618708375659
4.50621723981732,0.0183944596337243
4.33235509318675,0.0252202820979854
4.32770932002891,0.0236251122765271
4.3327607245234,0.0183873684820126
4.32890246447158,0.0182835570000748
4.32610133513444,0.0198698643619857
4.3489400904391,0.0246377707989465
4.37349019541877,0.012683585757044
4.31227626094053,0.0231102768292935
4.27343537929314,0.0297840453123283
4.38048358948841,0.0250524182947867
4.40698730387776,0.0243156746810081
4.41635664540065,0.0180161704198968
4.34297694043103,0.0327375515158743
4.18529459785425,0.0456889263799745
4.08480885217138,0.040530871644948
4.11952288595595,0.036837058031155
4.38451821517461,0.0295438454444307
4.11078294231073,0.0386365146583892
4.15453245710416,0.0315978821201537
4.10247652274494,0.0282518734243502
4.08187449132479,0.0326815392179899
4.23833187265699,0.0303199231384712
4.25707227867322,0.0285526796918543
3.99722036552212,0.0384475520332369
3.94375798837552,0.0399111527121271
4.01990955837853,0.0260432089842571
4.01636434921841,0.0263331742940494
3.76919113052195,0.0311961953152167
3.7512153189483,0.0140929682689123
3.67954781367588,0.0284804103025293
4.10945162915407,0.0204200653480381
4.10917044173029,0.020183018272656
4.09420180355453,0.0269345025340272
4.08524504552715,0.0248761056629811
4.10932999529206,0.0203403190688002
4.24444530466793,0.0276910051237845
4.22195047944959,0.0227397271846079
4.14645886222557,0.0124995586683843
4.28564425796037,0.0200818603803941
4.26640413644308,0.0162533827450683
4.26456762453504,0.0135632240304726
4.21524533614564,0.0395660065857571
4.26160596048333,0.040472555024852
4.2487776838365,0.0347102859074777
4.3182463740002,0.0232306177329807
4.5679273313009,0.0547185023008954
4.47182842562339,0.0594481274490567
4.46006659871382,0.0593280919374199
4.08079006605161,0.0378350118442234
3.98686231734448,0.0364369827304945
3.90263454896072,0.0294914268477531
3.82754578669576,0.0263905089183132
3.7371193344236,0.0218887002676623
3.73053662943123,0.0208841692658154
3.72477902794296,0.0219844961298652
3.79031117410085,0.0186203415374133
3.91355447392164,0.0171486856442945
3.93673168830398,0.0231246056727114
3.92387140724521,0.015810542492652
3.93788995261353,0.0160155138424257
3.99827057809444,0.0177850261278542
4.03541990331576,0.0192761866706572
3.86532881699773,0.0168532834939069
3.92862084078755,0.0183267135194587
4.07864823137636,0.0185556116979347
4.08195830296188,0.0119644596443707
3.72006976565046,0.0191700511310791
3.77417129770844,0.0186683936780537
3.72945350552682,0.0203724569439805
3.76102877143299,0.0216541102474904
3.84709049006807,0.0238431390332153
3.61997760367219,0.0187971667075353
3.60159902470977,0.0121047455967402
3.87556414789326,0.0253723308918168
3.86849707484505,0.0243850799691118
3.46018462598235,0.0221205791113163
3.46668557803925,0.0188769266889322
3.49658209071477,0.0159169693296282
3.41010301339311,0.013825520693419
3.70477683927952,0.0254981791739015
3.67198364921292,0.0284043019314907
3.70064038715898,0.0292228231467017
3.73467979766918,0.0247652809022266
3.59318451643607,0.012054058016927
3.79868905240838,0.0233385851790114
3.8356443279728,0.0397601776018479
3.86575538016918,0.0398887363613873
3.94270275611983,0.0347558514814494
4.16276212649559,0.0268570858711541
4.17092882594927,0.0281570164614328
4.1916994606418,0.0280756745009395
3.76093614059894,0.0181653853544619
3.75161505329369,0.0202174118365854
3.73470790970804,0.023393437377973
3.74529377608786,0.0159847052082019
3.75162737736798,0.0155591712145376
3.77824362176149,0.0158729430084499
3.99099674155283,0.0180824710437005
3.72199088171876,0.0146921524249186
3.71735334161905,0.0155950660641471
3.67537062773419,0.0118964525488157
3.67649748544402,0.010423501424044
3.68090655469955,0.0124371419666096
3.43593751044351,0.00290330536201637
3.44685826884209,0.00242479493062794
3.52832002345012,0.00183371225369777
4.03888041448228,0.0274926298436421
4.0092565478052,0.0305151894136195
4.00052736372841,0.0289934712473055
3.9979801406852,0.0304361898883555
4.00567591995215,0.0296901272617857
4.00031802921111,0.0297032757331755
3.89142187798065,0.0153417205139238
3.95011539169467,0.0238818517576036
3.86793604062405,0.0231881584654679
3.87795459826058,0.0136213858600441
3.87819636152945,0.0123033934666079
3.85333563763199,0.0126516592384117
3.90181542444216,0.0104077540702241
3.90069609712315,0.0101296794563937
3.97004100971081,0.0191219208543058
3.93808498893775,0.0196877375524917
4.08235374425903,0.0115250659061056
3.85911379624722,0.019488589276692
3.79116966042657,0.0153667378194603
3.77104315458489,0.0143791193929351
4.08215389603982,0.0125313977617946
4.07569320117954,0.0100173167149317
4.07003583429668,0.00883786985999436
4.06453755120777,0.014446756574711
4.06684841902109,0.00855747224373044
3.99504088999451,0.0135384611260499
4.08010097976485,0.00891032523879438
4.07181618539405,0.0102280253004767
4.06955234140947,0.00901507802355138
4.10085301721402,0.00535434717368554
4.06317933723037,0.00640766821166191
4.05056253414683,0.00663579343371508
4.08515806804706,0.00629332303195367
4.22417106412224,0.00452886540912638
4.14520794581829,0.0113062713115813
4.1642085976819,0.00904943462033821
4.16744729579908,0.00809461309136364
4.04396722048839,0.0259433686989069
3.98489789757831,0.0413232442061479
4.04919661198704,0.0257589485109312
4.0513061337723,0.0261867513806219
4.06309066688248,0.0357984757450229
4.11745386447842,0.0306486553990582
4.17495580369649,0.0284823887312932
4.05274972281571,0.0315418327472608
3.90294694997991,0.0308783644174905
3.92115614932133,0.019053537621469
3.98078533786807,0.0158123823491711
4.04665033881598,0.0186668808921013
3.98848144066389,0.0144302805011662
